epoch,step,train_loss
0,1,546.40380859375
0,3,460.6412353515625
0,5,350.20281982421875
0,7,163.15719604492188
0,9,1042.1334228515625
0,11,232.56138610839844
0,13,794.708984375
0,15,355.44281005859375
1,17,492.314208984375
1,19,405.5765075683594
1,21,296.7951965332031
1,23,116.52204132080078
1,25,988.103515625
1,27,190.91546630859375
1,29,746.7208862304688
1,31,309.89984130859375
2,33,442.39813232421875
2,35,355.537353515625
2,37,248.97763061523438
2,39,78.56976318359375
2,41,936.8642578125
2,43,154.39053344726562
2,45,701.6109008789062
2,47,268.9405822753906
3,49,396.6537170410156
3,51,310.56304931640625
3,53,206.7864990234375
3,55,48.991973876953125
3,57,888.7232666015625
3,59,122.90872955322266
3,61,659.554443359375
3,63,232.512939453125
4,65,355.0885314941406
4,67,270.54559326171875
4,69,170.01231384277344
4,71,27.152875900268555
4,73,843.7432861328125
4,75,96.16806030273438
4,77,620.5382080078125
4,79,200.3821258544922
5,81,317.53839111328125
5,83,235.20919799804688
5,85,138.2900390625
5,87,12.274076461791992
5,89,801.8720092773438
5,91,73.77879333496094
5,93,584.4695434570312
5,95,172.24319458007812
6,97,283.77191162109375
6,99,204.21612548828125
6,101,111.20086669921875
6,103,3.5383987426757812
6,105,763.0148315429688
6,107,55.326148986816406
6,109,551.2276000976562
6,111,147.77012634277344
7,113,253.5357666015625
7,115,177.210693359375
7,117,88.31256866455078
7,119,0.12983229756355286
7,121,727.059814453125
7,123,40.39320373535156
7,125,520.6802368164062
7,127,126.63375854492188
8,129,226.57070922851562
8,131,153.83502197265625
8,133,69.19479370117188
8,135,1.2517223358154297
8,137,693.886474609375
8,139,28.570632934570312
8,141,492.68988037109375
8,143,108.50912475585938
9,145,202.61778259277344
9,147,133.73648071289062
9,149,53.426902770996094
9,151,6.138792991638184
9,153,663.3680419921875
9,155,19.462696075439453
9,157,467.11553955078125
9,159,93.0798110961914
10,161,181.42156982421875
10,163,116.57209014892578
10,165,40.603370666503906
10,167,14.067232131958008
10,169,635.372802734375
10,171,12.691987037658691
10,173,443.8140869140625
10,175,80.04164123535156
11,177,162.7331085205078
11,179,102.01250457763672
11,181,30.338397979736328
11,183,24.363494873046875
11,185,609.7652587890625
11,187,7.903611183166504
11,189,422.64141845703125
11,191,69.10565948486328
12,193,146.31211853027344
12,195,89.74530029296875
12,197,22.269935607910156
12,199,36.411705017089844
12,201,586.4072265625
12,203,4.768699645996094
12,205,403.4537353515625
12,207,60.000946044921875
13,209,131.92933654785156
13,211,79.47782135009766
13,213,16.062959671020508
13,215,49.65929412841797
13,217,565.158447265625
13,219,2.9871015548706055
13,221,386.1084899902344
13,223,52.47655487060547
14,225,119.36796569824219
14,227,70.93921661376953
14,229,11.411802291870117
14,231,63.620819091796875
14,233,545.878173828125
14,235,2.2892398834228516
14,237,370.465576171875
14,239,46.303062438964844
15,241,108.42526245117188
15,243,63.88214111328125
15,245,8.041788101196289
15,247,77.87956237792969
15,249,528.4268188476562
15,251,2.437042474746704
15,253,356.38848876953125
15,255,41.273590087890625
16,257,98.91361236572266
16,259,58.083614349365234
16,261,5.709832668304443
16,263,92.0868911743164
16,265,512.666015625
16,267,3.223919630050659
16,269,343.745361328125
16,271,37.20384979248047
17,273,90.66096496582031
17,275,53.345062255859375
17,277,4.204074859619141
17,279,105.96013641357422
17,281,498.4610290527344
17,283,4.473886489868164
17,285,332.4095764160156
17,287,33.93185043334961
18,289,83.51107788085938
18,291,49.49188995361328
18,293,3.3428502082824707
18,295,119.2781753540039
18,297,485.680908203125
18,299,6.039951324462891
18,301,322.26080322265625
18,303,31.31698989868164
19,305,77.3232192993164
19,307,46.37241744995117
19,309,2.972855806350708
19,311,131.87603759765625
19,313,474.2001953125
19,315,7.80190372467041
19,317,313.1853332519531
19,319,29.238697052001953
20,321,71.97177124023438
20,323,43.85643005371094
20,325,2.966884136199951
20,327,143.6389617919922
20,329,463.89886474609375
20,331,9.663715362548828
20,333,305.07659912109375
20,335,27.594818115234375
21,337,67.34530639648438
21,339,41.833351135253906
21,341,3.221179723739624
21,343,154.49490356445312
21,345,454.6635437011719
21,347,11.550630569458008
21,349,297.8353271484375
21,351,26.29979133605957
22,353,63.34569549560547
22,355,40.21026611328125
22,357,3.65264892578125
22,359,164.40814208984375
22,361,446.38812255859375
22,363,13.406292915344238
22,365,291.36962890625
22,367,25.282699584960938
23,369,59.886932373046875
23,371,38.90989685058594
23,373,4.196027755737305
23,375,173.37240600585938
23,377,438.9734191894531
23,379,15.189860343933105
23,381,285.59515380859375
23,383,24.48537254333496
24,385,56.894073486328125
24,387,37.86849594116211
24,389,4.801133632659912
24,391,181.4041748046875
24,393,432.3277587890625
24,395,16.873199462890625
24,397,280.4346618652344
24,399,23.86060333251953
25,401,54.30213165283203
25,403,37.03400421142578
25,405,5.430304050445557
25,407,188.53750610351562
25,409,426.3668518066406
25,411,18.43851661682129
25,413,275.8179016113281
25,415,23.37033462524414
26,417,52.05471420288086
26,419,36.36414337158203
26,421,6.056131362915039
26,423,194.81918334960938
26,425,421.0133972167969
26,427,19.876150131225586
26,429,271.6812438964844
