epoch,step,train_loss
0,1,267.5825500488281
0,3,46.17238235473633
0,5,21.562170028686523
0,7,170.2218017578125
0,9,592.31103515625
0,11,46.72410583496094
0,13,279.2799377441406
0,15,34.75802230834961
1,17,21.04637908935547
1,19,37.11387634277344
1,21,32.51171875
1,23,161.25636291503906
1,25,548.652099609375
1,27,45.52983474731445
1,29,257.72393798828125
1,31,32.459251403808594
2,33,19.209115982055664
2,35,35.934051513671875
2,37,29.9310302734375
2,39,145.78244018554688
2,41,508.15118408203125
2,43,44.478050231933594
2,45,237.86224365234375
2,47,30.334476470947266
3,49,17.543243408203125
3,51,34.83168411254883
3,53,27.562803268432617
3,55,131.69004821777344
3,57,470.8198547363281
3,59,43.48854064941406
3,61,219.58087158203125
3,63,28.366348266601562
4,65,16.034940719604492
4,67,33.801002502441406
4,69,25.389366149902344
4,71,118.86107635498047
4,73,436.404541015625
4,75,42.55717849731445
4,77,202.75218200683594
4,79,26.54277229309082
5,81,14.670368194580078
5,83,32.836944580078125
5,85,23.394697189331055
5,87,107.1872787475586
5,89,404.67193603515625
5,91,41.680137634277344
5,93,187.2589111328125
5,95,24.852582931518555
6,97,13.436896324157715
6,99,31.934764862060547
6,101,21.564109802246094
6,103,96.56956481933594
6,105,375.4077453613281
6,107,40.85390853881836
6,109,172.99342346191406
6,111,23.28550910949707
7,113,12.322966575622559
7,115,31.090126037597656
7,117,19.884124755859375
7,119,86.9171371459961
7,121,348.41510009765625
7,123,40.07524108886719
7,125,159.85662841796875
7,127,21.832117080688477
8,129,11.317988395690918
8,131,30.298988342285156
8,133,18.342361450195312
8,135,78.146728515625
8,137,323.51287841796875
8,139,39.341007232666016
8,141,147.75772094726562
8,143,20.483675003051758
9,145,10.412288665771484
9,147,29.55762481689453
9,149,16.927440643310547
9,151,70.18222045898438
9,153,300.53485107421875
9,155,38.648433685302734
9,157,136.61322021484375
9,159,19.232196807861328
10,161,9.597017288208008
10,163,28.86257553100586
10,165,15.628961563110352
10,167,62.95383071899414
10,169,279.32794189453125
10,171,37.9948616027832
10,173,126.34628295898438
10,175,18.070281982421875
11,177,8.864066123962402
11,179,28.210660934448242
11,181,14.437344551086426
11,183,56.39764404296875
11,185,259.75164794921875
11,187,37.37781524658203
11,189,116.8864974975586
11,191,16.991132736206055
12,193,8.206026077270508
12,195,27.59893226623535
12,197,13.343782424926758
12,199,50.45520782470703
12,201,241.67672729492188
12,203,36.79507827758789
12,205,108.16909790039062
12,207,15.988475799560547
13,209,7.616130828857422
13,211,27.024627685546875
13,213,12.34023666381836
13,215,45.07292938232422
13,217,224.98422241210938
13,219,36.24445343017578
13,221,100.1344985961914
13,223,15.05654239654541
14,225,7.088199615478516
14,227,26.485225677490234
14,229,11.419307708740234
14,231,40.20177459716797
14,233,209.56497192382812
14,235,35.72399139404297
14,237,92.72802734375
14,239,14.19001579284668
15,241,6.616574764251709
15,243,25.97836685180664
15,245,10.574190139770508
15,247,35.796878814697266
15,249,195.3184814453125
15,251,35.23184585571289
15,253,85.89947509765625
15,255,13.383984565734863
16,257,6.196086883544922
16,259,25.501869201660156
16,261,9.798649787902832
16,263,31.817195892333984
16,265,182.15234375
16,267,34.76630401611328
16,269,79.60267639160156
16,271,12.633938789367676
17,273,5.822014331817627
17,275,25.05371856689453
17,277,9.086978912353516
17,279,28.225088119506836
17,281,169.981689453125
17,283,34.32575988769531
17,285,73.79511260986328
17,287,11.935690879821777
18,289,5.490049839019775
18,291,24.632041931152344
18,293,8.433915138244629
18,295,24.98625946044922
18,297,158.72828674316406
18,299,33.908668518066406
18,301,68.43782043457031
18,303,11.285420417785645
19,305,5.1962690353393555
19,307,24.23509407043457
19,309,7.834650993347168
19,311,22.069202423095703
19,313,148.32025146484375
19,315,33.51373291015625
19,317,63.49485778808594
19,319,10.679570198059082
20,321,4.937042713165283
20,323,23.86125946044922
20,325,7.284743309020996
20,327,19.44512939453125
20,329,138.69143676757812
20,331,33.13953399658203
20,333,58.93336486816406
20,335,10.114855766296387
21,337,4.70913553237915
21,339,23.509037017822266
21,341,6.780141830444336
21,343,17.087793350219727
21,345,129.78111267089844
21,347,32.784950256347656
21,349,54.72301483154297
21,351,9.588282585144043
22,353,4.509535312652588
22,355,23.177026748657227
22,357,6.317113399505615
22,359,14.973115921020508
22,361,121.53327178955078
22,363,32.44877243041992
22,365,50.835975646972656
22,367,9.097049713134766
23,369,4.335516929626465
23,371,22.86395263671875
23,373,5.892254829406738
23,375,13.079122543334961
23,377,113.89637756347656
23,379,32.12994384765625
23,381,47.24659729003906
23,383,8.638593673706055
24,385,4.18459939956665
24,387,22.56859588623047
24,389,5.502403259277344
24,391,11.385711669921875
24,393,106.82311248779297
24,395,31.82750701904297
24,397,43.93136215209961
24,399,8.21053409576416
25,401,4.054513454437256
25,403,22.289833068847656
25,405,5.144702434539795
25,407,9.874510765075684
25,409,100.2697525024414
25,411,31.540515899658203
25,413,40.868621826171875
25,415,7.810676097869873
26,417,3.9431915283203125
26,419,22.026628494262695
26,421,4.816484451293945
